Commodity,Year,Attribute,Value
Canned sardines: Per capita availability adjusted for loss,1985,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,1986,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,1987,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,1988,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,1989,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,1990,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,1991,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,1992,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,1993,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,1994,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,1995,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,1996,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,1997,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,1998,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,1999,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,2000,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,2001,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,2002,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,2003,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,2004,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,2005,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,2006,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,2007,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,2008,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,2009,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,2010,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,2011,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,2012,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,2013,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,2014,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,2015,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,2016,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,2017,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,2018,Calories per ounce equivalent (oz-eq)-Number,59
Canned sardines: Per capita availability adjusted for loss,1970,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1971,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1972,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1973,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1974,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1975,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1976,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1977,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1978,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1979,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1980,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1981,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1982,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1983,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1984,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1985,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1986,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1987,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1988,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1989,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1990,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1991,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1992,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1993,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1994,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1995,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1996,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1997,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1998,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1999,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,2000,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,2001,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,2002,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,2003,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,2004,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,2005,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,2006,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,2007,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,2008,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,2009,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,2010,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,2011,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,2012,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,2013,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,2014,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,2015,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,2016,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,2017,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,2018,Ounce-equivalent-Ounces,1
Canned sardines: Per capita availability adjusted for loss,1970,Calories available daily-Number,0.614621809
Canned sardines: Per capita availability adjusted for loss,1971,Calories available daily-Number,0.621885039
Canned sardines: Per capita availability adjusted for loss,1972,Calories available daily-Number,0.630088743
Canned sardines: Per capita availability adjusted for loss,1973,Calories available daily-Number,0.770951139
Canned sardines: Per capita availability adjusted for loss,1974,Calories available daily-Number,0.625702703
Canned sardines: Per capita availability adjusted for loss,1975,Calories available daily-Number,0.302577609
Canned sardines: Per capita availability adjusted for loss,1976,Calories available daily-Number,0.4709824
Canned sardines: Per capita availability adjusted for loss,1977,Calories available daily-Number,0.45920445
Canned sardines: Per capita availability adjusted for loss,1978,Calories available daily-Number,0.461354753
Canned sardines: Per capita availability adjusted for loss,1979,Calories available daily-Number,0.470118351
Canned sardines: Per capita availability adjusted for loss,1980,Calories available daily-Number,0.464604329
Canned sardines: Per capita availability adjusted for loss,1981,Calories available daily-Number,0.615693712
Canned sardines: Per capita availability adjusted for loss,1982,Calories available daily-Number,0.462377058
Canned sardines: Per capita availability adjusted for loss,1983,Calories available daily-Number,0.312104156
Canned sardines: Per capita availability adjusted for loss,1984,Calories available daily-Number,0.309408958
Canned sardines: Per capita availability adjusted for loss,1985,Calories available daily-Number,0.463253639
Canned sardines: Per capita availability adjusted for loss,1986,Calories available daily-Number,0.465512967
Canned sardines: Per capita availability adjusted for loss,1987,Calories available daily-Number,0.461385155
Canned sardines: Per capita availability adjusted for loss,1988,Calories available daily-Number,0.463560593
Canned sardines: Per capita availability adjusted for loss,1989,Calories available daily-Number,0.465501204
Canned sardines: Per capita availability adjusted for loss,1990,Calories available daily-Number,0.466529344
Canned sardines: Per capita availability adjusted for loss,1991,Calories available daily-Number,0.306895832
Canned sardines: Per capita availability adjusted for loss,1992,Calories available daily-Number,0.308889519
Canned sardines: Per capita availability adjusted for loss,1993,Calories available daily-Number,0.30490044
Canned sardines: Per capita availability adjusted for loss,1994,Calories available daily-Number,0.307125006
Canned sardines: Per capita availability adjusted for loss,1995,Calories available daily-Number,0.303529013
Canned sardines: Per capita availability adjusted for loss,1996,Calories available daily-Number,0.328877384
Canned sardines: Per capita availability adjusted for loss,1997,Calories available daily-Number,0.307863417
Canned sardines: Per capita availability adjusted for loss,1998,Calories available daily-Number,0.304292128
Canned sardines: Per capita availability adjusted for loss,1999,Calories available daily-Number,0.300827515
Canned sardines: Per capita availability adjusted for loss,2000,Calories available daily-Number,0.311183781
Canned sardines: Per capita availability adjusted for loss,2001,Calories available daily-Number,0.311183781
Canned sardines: Per capita availability adjusted for loss,2002,Calories available daily-Number,0.15559189
Canned sardines: Per capita availability adjusted for loss,2003,Calories available daily-Number,0.15559189
Canned sardines: Per capita availability adjusted for loss,2004,Calories available daily-Number,0.15559189
Canned sardines: Per capita availability adjusted for loss,2005,Calories available daily-Number,0.152342161
Canned sardines: Per capita availability adjusted for loss,2006,Calories available daily-Number,0.301821259
Canned sardines: Per capita availability adjusted for loss,2007,Calories available daily-Number,0.303966969
Canned sardines: Per capita availability adjusted for loss,2008,Calories available daily-Number,0.316495015
Canned sardines: Per capita availability adjusted for loss,2009,Calories available daily-Number,0.339080042
Canned sardines: Per capita availability adjusted for loss,2010,Calories available daily-Number,0.306420421
Canned sardines: Per capita availability adjusted for loss,2011,Calories available daily-Number,0.319189539
Canned sardines: Per capita availability adjusted for loss,2012,Calories available daily-Number,0.331818369
Canned sardines: Per capita availability adjusted for loss,2013,Calories available daily-Number,0.300071526
Canned sardines: Per capita availability adjusted for loss,2014,Calories available daily-Number,0.317457767
Canned sardines: Per capita availability adjusted for loss,2015,Calories available daily-Number,0.305490311
Canned sardines: Per capita availability adjusted for loss,2016,Calories available daily-Number,0.337028044
Canned sardines: Per capita availability adjusted for loss,2017,Calories available daily-Number,0.3923216
Canned sardines: Per capita availability adjusted for loss,2018,Calories available daily-Number,0.352185852
Canned sardines: Per capita availability adjusted for loss,1970,Food pattern equivalents-Ounce-eq ,0.010417319
Canned sardines: Per capita availability adjusted for loss,1971,Food pattern equivalents-Ounce-eq ,0.010540424
Canned sardines: Per capita availability adjusted for loss,1972,Food pattern equivalents-Ounce-eq ,0.01067947
Canned sardines: Per capita availability adjusted for loss,1973,Food pattern equivalents-Ounce-eq ,0.013066968
Canned sardines: Per capita availability adjusted for loss,1974,Food pattern equivalents-Ounce-eq ,0.010605131
Canned sardines: Per capita availability adjusted for loss,1975,Food pattern equivalents-Ounce-eq ,0.005128434
Canned sardines: Per capita availability adjusted for loss,1976,Food pattern equivalents-Ounce-eq ,0.007982753
Canned sardines: Per capita availability adjusted for loss,1977,Food pattern equivalents-Ounce-eq ,0.007783126
Canned sardines: Per capita availability adjusted for loss,1978,Food pattern equivalents-Ounce-eq ,0.007819572
Canned sardines: Per capita availability adjusted for loss,1979,Food pattern equivalents-Ounce-eq ,0.007968108
Canned sardines: Per capita availability adjusted for loss,1980,Food pattern equivalents-Ounce-eq ,0.00787465
Canned sardines: Per capita availability adjusted for loss,1981,Food pattern equivalents-Ounce-eq ,0.010435487
Canned sardines: Per capita availability adjusted for loss,1982,Food pattern equivalents-Ounce-eq ,0.007836899
Canned sardines: Per capita availability adjusted for loss,1983,Food pattern equivalents-Ounce-eq ,0.005289901
Canned sardines: Per capita availability adjusted for loss,1984,Food pattern equivalents-Ounce-eq ,0.00524422
Canned sardines: Per capita availability adjusted for loss,1985,Food pattern equivalents-Ounce-eq ,0.007851757
Canned sardines: Per capita availability adjusted for loss,1986,Food pattern equivalents-Ounce-eq ,0.00789005
Canned sardines: Per capita availability adjusted for loss,1987,Food pattern equivalents-Ounce-eq ,0.007820087
Canned sardines: Per capita availability adjusted for loss,1988,Food pattern equivalents-Ounce-eq ,0.007856959
Canned sardines: Per capita availability adjusted for loss,1989,Food pattern equivalents-Ounce-eq ,0.007889851
Canned sardines: Per capita availability adjusted for loss,1990,Food pattern equivalents-Ounce-eq ,0.007907277
Canned sardines: Per capita availability adjusted for loss,1991,Food pattern equivalents-Ounce-eq ,0.005201624
Canned sardines: Per capita availability adjusted for loss,1992,Food pattern equivalents-Ounce-eq ,0.005235416
Canned sardines: Per capita availability adjusted for loss,1993,Food pattern equivalents-Ounce-eq ,0.005167804
Canned sardines: Per capita availability adjusted for loss,1994,Food pattern equivalents-Ounce-eq ,0.005205509
Canned sardines: Per capita availability adjusted for loss,1995,Food pattern equivalents-Ounce-eq ,0.00514456
Canned sardines: Per capita availability adjusted for loss,1996,Food pattern equivalents-Ounce-eq ,0.005574193
Canned sardines: Per capita availability adjusted for loss,1997,Food pattern equivalents-Ounce-eq ,0.005218024
Canned sardines: Per capita availability adjusted for loss,1998,Food pattern equivalents-Ounce-eq ,0.005157494
Canned sardines: Per capita availability adjusted for loss,1999,Food pattern equivalents-Ounce-eq ,0.005098771
Canned sardines: Per capita availability adjusted for loss,2000,Food pattern equivalents-Ounce-eq ,0.005274301
Canned sardines: Per capita availability adjusted for loss,2001,Food pattern equivalents-Ounce-eq ,0.005274301
Canned sardines: Per capita availability adjusted for loss,2002,Food pattern equivalents-Ounce-eq ,0.002637151
Canned sardines: Per capita availability adjusted for loss,2003,Food pattern equivalents-Ounce-eq ,0.002637151
Canned sardines: Per capita availability adjusted for loss,2004,Food pattern equivalents-Ounce-eq ,0.002637151
Canned sardines: Per capita availability adjusted for loss,2005,Food pattern equivalents-Ounce-eq ,0.002582071
Canned sardines: Per capita availability adjusted for loss,2006,Food pattern equivalents-Ounce-eq ,0.005115615
Canned sardines: Per capita availability adjusted for loss,2007,Food pattern equivalents-Ounce-eq ,0.005151983
Canned sardines: Per capita availability adjusted for loss,2008,Food pattern equivalents-Ounce-eq ,0.005364322
Canned sardines: Per capita availability adjusted for loss,2009,Food pattern equivalents-Ounce-eq ,0.005747119
Canned sardines: Per capita availability adjusted for loss,2010,Food pattern equivalents-Ounce-eq ,0.005193566
Canned sardines: Per capita availability adjusted for loss,2011,Food pattern equivalents-Ounce-eq ,0.005409992
Canned sardines: Per capita availability adjusted for loss,2012,Food pattern equivalents-Ounce-eq ,0.00562404
Canned sardines: Per capita availability adjusted for loss,2013,Food pattern equivalents-Ounce-eq ,0.005085958
Canned sardines: Per capita availability adjusted for loss,2014,Food pattern equivalents-Ounce-eq ,0.00538064
Canned sardines: Per capita availability adjusted for loss,2015,Food pattern equivalents-Ounce-eq ,0.005177802
Canned sardines: Per capita availability adjusted for loss,2016,Food pattern equivalents-Ounce-eq ,0.00571234
Canned sardines: Per capita availability adjusted for loss,2017,Food pattern equivalents-Ounce-eq ,0.006649519
Canned sardines: Per capita availability adjusted for loss,2018,Food pattern equivalents-Ounce-eq ,0.005969252
Canned tuna: Per capita availability adjusted for loss,1970,Primary weight-Lbs/year,2.467666738
Canned tuna: Per capita availability adjusted for loss,1971,Primary weight-Lbs/year,2.393323734
Canned tuna: Per capita availability adjusted for loss,1972,Primary weight-Lbs/year,2.920493959
Canned tuna: Per capita availability adjusted for loss,1973,Primary weight-Lbs/year,3.076792397
Canned tuna: Per capita availability adjusted for loss,1974,Primary weight-Lbs/year,3.10492205
Canned tuna: Per capita availability adjusted for loss,1975,Primary weight-Lbs/year,2.847578169
Canned tuna: Per capita availability adjusted for loss,1976,Primary weight-Lbs/year,2.8298209
Canned tuna: Per capita availability adjusted for loss,1977,Primary weight-Lbs/year,2.751556264
Canned tuna: Per capita availability adjusted for loss,1978,Primary weight-Lbs/year,3.266167981
Canned tuna: Per capita availability adjusted for loss,1979,Primary weight-Lbs/year,3.194774611
Canned tuna: Per capita availability adjusted for loss,1980,Primary weight-Lbs/year,2.972870906
Canned tuna: Per capita availability adjusted for loss,1981,Primary weight-Lbs/year,2.97435273
Canned tuna: Per capita availability adjusted for loss,1982,Primary weight-Lbs/year,2.77792134
Canned tuna: Per capita availability adjusted for loss,1983,Primary weight-Lbs/year,3.175321267
Canned tuna: Per capita availability adjusted for loss,1984,Primary weight-Lbs/year,3.177517897
Canned tuna: Per capita availability adjusted for loss,1985,Primary weight-Lbs/year,3.275100014
Canned tuna: Per capita availability adjusted for loss,1986,Primary weight-Lbs/year,3.57779523
Canned tuna: Per capita availability adjusted for loss,1987,Primary weight-Lbs/year,3.484291857
Canned tuna: Per capita availability adjusted for loss,1988,Primary weight-Lbs/year,3.587447607
Canned tuna: Per capita availability adjusted for loss,1989,Primary weight-Lbs/year,3.889351586
Canned tuna: Per capita availability adjusted for loss,1990,Primary weight-Lbs/year,3.682055874
Canned tuna: Per capita availability adjusted for loss,1991,Primary weight-Lbs/year,3.570118307
Canned tuna: Per capita availability adjusted for loss,1992,Primary weight-Lbs/year,3.452785974
Canned tuna: Per capita availability adjusted for loss,1993,Primary weight-Lbs/year,3.450462047
Canned tuna: Per capita availability adjusted for loss,1994,Primary weight-Lbs/year,3.24936607
Canned tuna: Per capita availability adjusted for loss,1995,Primary weight-Lbs/year,3.335121569
Canned tuna: Per capita availability adjusted for loss,1996,Primary weight-Lbs/year,3.103828055
Canned tuna: Per capita availability adjusted for loss,1997,Primary weight-Lbs/year,3.026616638
Canned tuna: Per capita availability adjusted for loss,1998,Primary weight-Lbs/year,3.313836626
Canned tuna: Per capita availability adjusted for loss,1999,Primary weight-Lbs/year,3.304749458
Canned tuna: Per capita availability adjusted for loss,2000,Primary weight-Lbs/year,3.50585194
Canned tuna: Per capita availability adjusted for loss,2001,Primary weight-Lbs/year,2.884591601
Canned tuna: Per capita availability adjusted for loss,2002,Primary weight-Lbs/year,3.089153476
Canned tuna: Per capita availability adjusted for loss,2003,Primary weight-Lbs/year,3.376663351
Canned tuna: Per capita availability adjusted for loss,2004,Primary weight-Lbs/year,3.28820121
Canned tuna: Per capita availability adjusted for loss,2005,Primary weight-Lbs/year,3.08927273
Canned tuna: Per capita availability adjusted for loss,2006,Primary weight-Lbs/year,2.869605286
Canned tuna: Per capita availability adjusted for loss,2007,Primary weight-Lbs/year,2.688706849
Canned tuna: Per capita availability adjusted for loss,2008,Primary weight-Lbs/year,2.782172668
Canned tuna: Per capita availability adjusted for loss,2009,Primary weight-Lbs/year,2.481789859
Canned tuna: Per capita availability adjusted for loss,2010,Primary weight-Lbs/year,2.692569756
Canned tuna: Per capita availability adjusted for loss,2011,Primary weight-Lbs/year,2.52585221
Canned tuna: Per capita availability adjusted for loss,2012,Primary weight-Lbs/year,2.339515909
Canned tuna: Per capita availability adjusted for loss,2013,Primary weight-Lbs/year,2.295327264
Canned tuna: Per capita availability adjusted for loss,2014,Primary weight-Lbs/year,2.285162152
Canned tuna: Per capita availability adjusted for loss,2015,Primary weight-Lbs/year,2.19403016
Canned tuna: Per capita availability adjusted for loss,2016,Primary weight-Lbs/year,2.076364342
Canned tuna: Per capita availability adjusted for loss,2017,Primary weight-Lbs/year,2.060232401
Canned tuna: Per capita availability adjusted for loss,2018,Primary weight-Lbs/year,2.104464801
Canned tuna: Per capita availability adjusted for loss,1970,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1971,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1972,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1973,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1974,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1975,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1976,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1977,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1978,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1979,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1980,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1981,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1982,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1983,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1984,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1985,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1986,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1987,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1988,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1989,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1990,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1991,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1992,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1993,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1994,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1995,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1996,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1997,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1998,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1999,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,2000,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,2001,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,2002,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,2003,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,2004,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,2005,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,2006,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,2007,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,2008,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,2009,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,2010,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,2011,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,2012,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,2013,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,2014,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,2015,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,2016,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,2017,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,2018,Loss from primary to retail weight-Percent,0
Canned tuna: Per capita availability adjusted for loss,1970,Retail weight-Lbs/year,2.467666738
Canned tuna: Per capita availability adjusted for loss,1971,Retail weight-Lbs/year,2.393323734
Canned tuna: Per capita availability adjusted for loss,1972,Retail weight-Lbs/year,2.920493959
Canned tuna: Per capita availability adjusted for loss,1973,Retail weight-Lbs/year,3.076792397
Canned tuna: Per capita availability adjusted for loss,1974,Retail weight-Lbs/year,3.10492205
Canned tuna: Per capita availability adjusted for loss,1975,Retail weight-Lbs/year,2.847578169
Canned tuna: Per capita availability adjusted for loss,1976,Retail weight-Lbs/year,2.8298209
Canned tuna: Per capita availability adjusted for loss,1977,Retail weight-Lbs/year,2.751556264
Canned tuna: Per capita availability adjusted for loss,1978,Retail weight-Lbs/year,3.266167981
Canned tuna: Per capita availability adjusted for loss,1979,Retail weight-Lbs/year,3.194774611
Canned tuna: Per capita availability adjusted for loss,1980,Retail weight-Lbs/year,2.972870906
Canned tuna: Per capita availability adjusted for loss,1981,Retail weight-Lbs/year,2.97435273
Canned tuna: Per capita availability adjusted for loss,1982,Retail weight-Lbs/year,2.77792134
Canned tuna: Per capita availability adjusted for loss,1983,Retail weight-Lbs/year,3.175321267
Canned tuna: Per capita availability adjusted for loss,1984,Retail weight-Lbs/year,3.177517897
Canned tuna: Per capita availability adjusted for loss,1985,Retail weight-Lbs/year,3.275100014
Canned tuna: Per capita availability adjusted for loss,1986,Retail weight-Lbs/year,3.57779523
Canned tuna: Per capita availability adjusted for loss,1987,Retail weight-Lbs/year,3.484291857
Canned tuna: Per capita availability adjusted for loss,1988,Retail weight-Lbs/year,3.587447607
Canned tuna: Per capita availability adjusted for loss,1989,Retail weight-Lbs/year,3.889351586
Canned tuna: Per capita availability adjusted for loss,1990,Retail weight-Lbs/year,3.682055874
Canned tuna: Per capita availability adjusted for loss,1991,Retail weight-Lbs/year,3.570118307
Canned tuna: Per capita availability adjusted for loss,1992,Retail weight-Lbs/year,3.452785974
Canned tuna: Per capita availability adjusted for loss,1993,Retail weight-Lbs/year,3.450462047
Canned tuna: Per capita availability adjusted for loss,1994,Retail weight-Lbs/year,3.24936607
Canned tuna: Per capita availability adjusted for loss,1995,Retail weight-Lbs/year,3.335121569
Canned tuna: Per capita availability adjusted for loss,1996,Retail weight-Lbs/year,3.103828055
Canned tuna: Per capita availability adjusted for loss,1997,Retail weight-Lbs/year,3.026616638
Canned tuna: Per capita availability adjusted for loss,1998,Retail weight-Lbs/year,3.313836626
Canned tuna: Per capita availability adjusted for loss,1999,Retail weight-Lbs/year,3.304749458
Canned tuna: Per capita availability adjusted for loss,2000,Retail weight-Lbs/year,3.50585194
Canned tuna: Per capita availability adjusted for loss,2001,Retail weight-Lbs/year,2.884591601
Canned tuna: Per capita availability adjusted for loss,2002,Retail weight-Lbs/year,3.089153476
Canned tuna: Per capita availability adjusted for loss,2003,Retail weight-Lbs/year,3.376663351
Canned tuna: Per capita availability adjusted for loss,2004,Retail weight-Lbs/year,3.28820121
Canned tuna: Per capita availability adjusted for loss,2005,Retail weight-Lbs/year,3.08927273
Canned tuna: Per capita availability adjusted for loss,2006,Retail weight-Lbs/year,2.869605286
Canned tuna: Per capita availability adjusted for loss,2007,Retail weight-Lbs/year,2.688706849
Canned tuna: Per capita availability adjusted for loss,2008,Retail weight-Lbs/year,2.782172668
Canned tuna: Per capita availability adjusted for loss,2009,Retail weight-Lbs/year,2.481789859
Canned tuna: Per capita availability adjusted for loss,2010,Retail weight-Lbs/year,2.692569756
Canned tuna: Per capita availability adjusted for loss,2011,Retail weight-Lbs/year,2.52585221
